washed_smiles,toxic_label
CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C(Cl)(Cl)Cl)=N1,1
C=CC(=O)OCC(CC)CCCC,1
CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,1
OC1=CC=C(OCC2=CC=CC=C2)C=C1,1
O=C1C2=C(C=CC=C2)C(=O)C1C1=C(O)C(Br)=C2C=CC=CC2=N1,1
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1
NC1(C2=CC=C(C3=NC4=C(C=C3C3=CC=CC=C3)C3=NNC(=O)N3C=C4)C=C2)CCC1,1
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,1
O=[N+]([O-])O[Cd]O[N+](=O)[O-],1
C1=CC=C(CCC2=CC=CC=C2)C=C1,1
C1=CC=C(N=NC2=CC=CC=C2)C=C1,1
C1CN(SSN2CCOCC2)CCO1,1
C#CCN1C(=O)COC2=C1C=C(N1C(=O)C3=C(CCCC3)C1=O)C(F)=C2,1
CCOC(=O)C=CC1=CC=CC=C1,1
O=C(CCCN1CCN(C2=CC=C(F)C=C2)CC1)NC1C2=CC=CC=C2CSC2=CC=CC=C21,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,1
O=C(C=CC1=CC=CC=C1)OCC1=CC=CC=C1,1
CN1C(=O)[C@@H](NC(=O)C2=CC3=C(C=CC=C3)N2)N=C(C2=CC=CC=C2)C2=CC=CC=C21,1
CNCCCC12CCC(C3=CC=CC=C31)C1=CC=CC=C12,1
O=C(C=CC1=CC=CC=C1)OCCC1=CC=CC=C1,1
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,1
CC1=CC(=O)OC2=CC(O)=CC=C12,1
NC(=S)NC1=CC=CC=C1,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=C(/C=C/C(=O)OC(C)(C)C)C=CC=C1,1
CC(=O)NC1=CC=C(O)C=C1,1
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1
C=CCC1=CC=C(OC(=O)CC2=CC=CC=C2)C(OC)=C1,1
CC1=CN=C(C2=NC(=O)C(C)(C(C)C)N2)C(C(=O)O)=C1,1
O=C=NC1=CC=C(Cl)C=C1,1
CCCCC1=CC=C(N)C=C1,1
C[C@]12CC3=CNN=C3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1
CS(=O)(=O)C1=CC([N+](=O)[O-])=C(C(=O)C2C(=O)CCCC2=O)C=C1,1
CCC(=O)C=CC1=CC=C(OC)C=C1,1
CCCCCCCCCC1=CC=C(O)C=C1,1
CCCCCCCCCCCCC1=CC=C(O)C=C1,1
O=CCCC1=CC=CC=C1,1
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,1
OCC=CC1=CC=CC=C1,1
O=C1SC2=CC=CC=C2C(O)=C1C1CC(C2=CC=C(C3=CC=C(Br)C=C3)C=C2)CC2=C1C=CC=C2,1
C1=CC=C(OCCOC2=CC=CC=C2)C=C1,1
CCCCCCCC1CCC(=O)O1,1
COC1=CC=C2SC(C(=O)NC3=NN=N[N-]3)=C(OC(C)C)C2=C1,1
O=NC1=CC=C(O)C=C1,1
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1
ON=C1C=CC(=NO)C=C1,1
O=CC1=C2C=CC=CC2=C(Cl)C2=CC=CC=C12,1
CC/C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1
C#CCOC(=O)[C@@H](C)OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1,1
CCNC(=S)NCC,1
CCCCCCOC1=CC=C(C(=N)N(CCCC)CCCC)C2=CC=CC=C12,1
CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O,1
CC1=CC(C)=C(O)C=C1,1
CC(=O)OC/C=C(\C)CCC=C(C)C,1
CCCCOC(=O)CCCCC(=O)OCCCC,1
O=C1CCCCCCCCCCCCCCO1,1
COC(=O)NC1=NC2=CC=CC=C2N1,1
CCCCCCC(O)CCCCCCCCCCC(=O)O,1
CCOC1=CC=CC(N2C=C(C(=O)N3CCN(C4=CC(C(=O)[O-])=C5C=CC=CC5=C4)CC3)N=C2C2=CC=C(C)C=C2)=C1,1
CC(C)CCCC(C)CCO,1
COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCCC2)C=CC(C(=O)NC2CCN(C)CC2)=C1,1
CC(C)=CCCC(C)CCO,1
CC(C)=CCC/C(C)=C/CO,1
CC(C)=CCC/C(C)=C\CO,1
CCCC(=O)OCCC(C)C,1
CCCCCCC(=O)OCC,1
NC1=CC=C(Br)C=C1,1
CC1=CC=C(Cl)C=C1,1
CC1=CC=C(O)C=C1,1
CC1=CC=C(S)C=C1,1
ClC1=CC=C(Cl)C=C1,1
NC1=CC=C(Cl)C=C1,1
OC1=CC=C(Cl)C=C1,1
CC1=CC=C(N)C=C1,1
NC1=CC=C(N)C=C1,1
O=C1C=CC(=O)C=C1,1
O=C1NCCN1CCN1CCC(C2=CN(C3=CC=C(F)C=C3)C3=C2C=C(Cl)C=C3)CC1,1
CC(=O)[O-],1
COC(=O)CCC(=O)OC,1
COC1=C(C23CC4CC(CC(C4)C2)C3)C=C(C2=CC=C3C=C(C(=O)O)C=CC3=C2)C=C1,1
C=CC(=O)OCCC#N,1
CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,1
C1CC2OC2CC1C1CO1,1
CC1=C(C(=O)NN2C=C(C)C3=CC(F)=CC=C32)C=NC(C2=CC=CC=N2)=N1,1
ClCC1CO1,1
BrCCBr,1
C=CC(=O)OCCCCOC(=O)C=C,1
O=C(CCCCCCCCC1=CN=CC=C1)N1CCC(C=C(C2=CC=CC=C2)C2=CC=CC=C2)CC1,1
NCCN,1
O=CCCl,1
CCCCCCCCCOS(=O)(=O)[O-],1
COCCl,1
CC(O)CC(C)(C)O,1
CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,1
C=CC(=O)NC(C)(C)C,1
O=C(O)C1CCC(C(=O)O)CC1,1
COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(C(=O)NS(=O)(=O)C2=CC=CC=C2C)=C1,1
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1
CC(O)CCO,1
CCCC(=O)O,1
COCC(C)O,1
C1=CSC(C2=CC=C(C3=CC=CS3)S2)=C1,1
CC(=O)OC(C)C,1
CC1COC(=O)O1,1
CCCCCCOC(=O)C1=CC=C(O)C=C1,1
CC1=CC(C)=CC=C1,1
NC1=CC(N)=CC=C1,1
OC1=CC(O)=CC=C1,1
CCCCCCCOC(=O)C1=CC=C(O)C=C1,1
COC(=O)CC(=O)OC,1
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,1
CN(C1=NC=CC(=O)N1)C1CCN(C2=NC3=C(C=CC=C3)N2CC2=CC=C(F)C=C2)CC1,1
CC1=CC(O)=CC(C)=C1,1
CN1CN(C)CN(C)C1,1
ClC1=NC(Cl)=NC(Cl)=N1,1
OC1=NC(O)=NC(O)=N1,1
COC1=C2C(=O)C3=C(C(=O)C2=CC=C1)C(O)=C1C[C@@](O)(C(=O)CO)CC(OC2CC(N4CCOC(OC)C4)C(O)C(C)O2)C1=C3O,1
OC1CCCCC1,1
SC1=CC=CC=C1,1
CC1=CC=CN=C1,1
CN1CCOCC1,1
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1
CC(C)N1N=C(C2=CC3=C(C=CC(O)=C3)N2)C2=C1N=CN=C2N,1
O=C1CCCCCCCCCCCCCCCO1,1
C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1
C=CCCCCCCCCC(=O)OCCCC,1
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,1
CCCCNC(=S)NCCCC,1
CCCCC(=O)O,1
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,1
N#CCC#N,1
CC1(CN2CCC(N3C(=O)NC4=C3C=CC=C4)CC2)OCC2=C(C=CC=C2)N2C=CC=C21,1
NNCCO,1
CN(C)CCCN1C2=CC=CC=C2SC2=CC=C(C(F)(F)F)C=C21,1
CC(C)(C)OOC(C)(C)C,1
C1=CC=C(C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,1
O=C(O)/C=C/C(=O)O,1
CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1,1
C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,1
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,1
C=CC(=O)NCNC(=O)C=C,1
CCCCCCCCCC(=O)OCC,1
CCCCCCCCCC(C)C=O,1
CC1=CC=CC(CN2CCN(C(C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)=C1,1
CCCCCCCCCC(=O)OC,1
CCCCCC(C)=O,1
C/C=C/C=C/C(=O)O,1
COC1=C(OC)C=C(C(=CC(=O)N2CCOCC2)C2=CC=C(Cl)C=C2)C=C1,1
CCCCC=O,1
CC(O)CNCC(C)O,1
CCCCCC#CC(=O)OC,1
NC(=O)[O-],1
O=CCCCC=O,1
CCCCCCS,1
C[C@]12O[C@H](C[C@]1(O)CO)N1C3=C(C=CC=C3)C3=C4C(=O)NCC4=C4C5=C(C=CC=C5)N2C4=C31,1
CC(C1=CC2=C(C=CC=C2)S1)N(O)C(N)=O,1
OCCOCCO,1
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1C1=CC=CC=C1Cl,1
CCCCN(CC)C(=O)SCCC,1
C1CCCNCC1,1
CCCCCCCO,1
CCCCCCC=O,1
CCCCCCC#CC(=O)OC,1
CC1=NN(C)C(OC2=CC=CC=C2)=C1C=NOCC1=CC=C(C(=O)OC(C)(C)C)C=C1,1
CCCCCCCCCCCC(=O)OC,1
C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,1
CCCC[Sn](Cl)(Cl)Cl,1
CCCCCCCCCl,1
CCCCCCCCO,1
OCCOCCN1CCN(C2=NC3=CC=CC=C3SC3=CC=CC=C23)CC1,1
N#C/N=C1\SCCN1CC1=CC=C(Cl)N=C1,1
COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1,1
CCCCCCCCCCCC[N+](C)(C)C,1
CCCCCCCCCCCCCC[N+](C)(C)C,1
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-],1
CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-],1
CCCCCCCCCCCCCCCC[N+](C)(C)C,1
C=CCCCCCCCCCCCC,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,1
CCCCCCCCC(=O)O,1
O=S1(=O)CCCO1,1
CCCCCCCCCCCC(=O)Cl,1
CCCCCCCCCCCCN(C)C,1
CC(C)(C)N(NC(=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=CC=C1,1
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,1
CCCCCCCCCCBr,1
CCCCCCCCCCO,1
CCCCCCCCCC=O,1
C=CCCCCCCCCC(=O)O,1
CCCC[N+]1=CC=C(C)C=C1,1
CCC1=CC=C(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)C=C1,1
CCCCCCCCCCCO,1
O=[N+]([O-])C1=CC=[N+]([O-])C=C1,1
C=CCCCCCCCCC=O,1
CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1,1
CCCCCCCCCCCCO,1
CCCCCCCCCCCCS,1
OCCOCCOCCOCCO,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,1
CCCCCCCCCCCCCO,1
CCCCCCCCCCCCCCO,1
O=C(O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2,1
CCCCCCCC/C=C\CCCCCCCC(=O)O,1
CC1=NC2=C(C=C(CN(C)C3=CC=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)S3)C=C2)C(=O)N1,1
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1
O=C(O)C1(C(=O)NC2=CC=C(Cl)C=C2Cl)CC1,1
CCC(=O)OC1=CC=C2C(=C1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,1
ClC1=C(Cl)C(Cl)=C(Cl)C(C(Cl)(Cl)Cl)=N1,1
CCSC(=O)N(CC)C1CCCCC1,1
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,1
CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,1
CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,1
O=C(C1=CC=C(F)C=C1)C1CCN(CCN2C(=S)NC3=CC=CC=C3C2=O)CC1,1
CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3,1
CN(C)CC/C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,1
CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2=CC=CC=C2)NC1=O,1
O=C(C1=CC=CC=C1)C1=CC=C(O)C=C1,1
CCOC(=O)[C@H](C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)O2)C=C1,1
C[NH+](C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,1
C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,1
CNC(=O)OC1=CC=CC=C1OC(C)C,1
O=C1C2=C(O)C=CC=C2CC2=CC=CC(O)=C12,1
N#CC(CCC1=CC=C(Cl)C=C1)(CN1C=NC=N1)C1=CC=CC=C1,1
O=C(C1=CC=CC=C1)C1=CC=C(O)C(O)=C1O,1
CCCCCCCCCCCCN1C=C[N+](C)=C1,1
COC1=CC2=C(C=C1O)CCN[C@]21CS[C@@H]2C3=C(C4=C(OCO4)C(C)=C3OC(C)=O)[C@H](COC1=O)N1[C@@H]2[C@H]2C3=C(C=C(C)C(OC)=C3O)C[C@@H]([C@@H]1O)N2C,1
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C[C@@](O)([C@@H](OC(=O)C4=CC=CC=C4)[C@H]21)C3(C)C,1
C[Hg]Cl,1
CN(C)C(=O)CCSC(SCCC(=O)[O-])C1=CC=CC(/C=C/C2=CC=C3C=CC(Cl)=CC3=N2)=C1,1
O=CC(Br)(Br)Br,1
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1
OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,1
CC(=O)OC1=CC=C(C2(C3=CC=C(OC(C)=O)C=C3)C(=O)NC3=CC=CC=C32)C=C1,1
O=S1(=O)OC(C2=CC(Br)=C(O)C(Br)=C2)(C2=CC(Br)=C(O)C(Br)=C2)C2=C1C=CC=C2,1
O=C(NC1=CC=C(Cl)C(Cl)=C1)C1=C(O)C(Cl)=CC(Cl)=C1,1
CCCCCCCCCCCCCC[N+]1=CC=CC=C1,1
CC1=CC=C(S(=O)(=O)NC(=O)NN2CCCCCC2)C=C1,1
OCC(CO)(CO)CO,1
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,1
C=CC(C)(CCC=C(C)C)OC(C)=O,1
CC1CC(O)CC(C)(C)C1,1
CNC(=O)ON=CC(C)(C)SC,1
CC(=O)O[Pb](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,1
ClC1=CC(Cl)=C(C2(CN3C=NC=N3)CC(Br)CO2)C=C1,1
CC1(C)C(=O)NC(=O)N1CO,1
O=S(=O)(C1=CC=C(Cl)C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,1
CCCCCCCCCCCSCC(=O)O,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,1
ClC1=CC=C(CN2C(CN3CCCC3)=NC3=CC=CC=C32)C=C1,1
CCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,1
CC1=C([N+](=O)[O-])C=C2C(=C1[N+](=O)[O-])C(C)(C)CC2(C)C,1
COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=CC(F)=CC=C2[C@@H]1C(C)C,1
O=C(NC(=O)C1=C(F)C=CC=C1F)NC1=CC(Cl)=C(OC(F)(F)C(F)OC(F)(F)F)C=C1,1
NC1=C(S(=O)(=O)O)C=C(Br)C2=C1C(=O)C1=C(C=CC=C1)C2=O,1
COC1=CC([C@@H]2C3=CC4=C(C=C3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)=CC(OC)=C1OP(=O)(O)O,1
O=[N+]([O-])C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,1
CC1=NN=C2C(C)N=C(C3=C(Cl)C=CC=C3)C3=C(SC(CCC4=CC=C(CC(C)C)C=C4)=C3)N12,1
COC(=O)CSC1=C(Cl)C=C(F)C(/N=C2\SC(=O)N3CCCCN23)=C1,1
O=C1C(O)=C(C2=CC(O)=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,1
CO/C=C(/C(=O)OC)C1=C(COC2=NC(C(F)(F)F)=CC=C2)C=CC=C1,1
CCOC(=O)C1=C(C(=C2C=C(Br)C(=O)C(Br)=C2)C2=CC(Br)=C(O)C(Br)=C2)C=CC=C1,1
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C6CCCCC6)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,1
COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(C(F)(F)F)N=C1C(F)F,1
NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1
O=C1C(Cl)=C(Cl)C(=O)C2=C1C=CC=C2,1
CCCCC(CC)COC(=O)C1=C(C(=O)OCC(CC)CCCC)C=CC=C1,1
CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC,1
CCCCCCCCOC(=O)C1=C(C(=O)OCCCCCCCC)C=CC=C1,1
COCCCOC1=CC=NC(CS(=O)C2=NC3=CC=CC=C3[N-]2)=C1C,1
O=C(C1=CC=CC=C1)C1=CC=CC=C1O,1
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,1
CCOC(=O)C1=CC=C(C#CC2=CC=C3SCCC(C)(C)C3=C2)N=C1,1
CC1CC(OC(=O)C2=C(O)C=CC=C2)CC(C)(C)C1,1
O=C(OCC1=CC=CC=C1)C1=C(O)C=CC=C1,1
CCCCC(CC)COC(=O)C1=C(O)C=CC=C1,1
CC1=C(O)C(=O)C=CO1,1
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1
OC1=C(Br)C=C(Br)C=C1Br,1
CCCCCCCCCCCCCCOS(=O)(=O)[O-],1
CCC1=NN(C)C(C(=O)NCC2=CC=C(C(C)(C)C)C=C2)=C1Cl,1
CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC1)CC2,1
O=C1SSC(Cl)=C1Cl,1
CCC(CC1=CC=CC=C1)(C(=O)C1=CC=C(N2CCOCC2)C=C1)N(C)C,1
NC1=CC([N+](=O)[O-])=C(O)C=C1,1
COC(=O)C1=C(O)C=CC=C1,1
CC[C@@]1(O)C(=O)OCC2=C1C=C1C3=NC4=CC=C(O)C(CN(C)C)=C4C=C3CN1C2=O,1
CC1COC(CN2C=NC=N2)(C2=C(Cl)C=C(OC3=CC=C(Cl)C=C3)C=C2)O1,1
