Term,Adjusted P-value,logp
Hypersomnia,0.7878586852248919,0.1035516730316961
Serotonin syndrome,0.7878586852248919,0.1035516730316961
Myoclonus,0.7878586852248919,0.1035516730316961
Hypercholesterolaemia,0.7878586852248919,0.1035516730316961
Dyskinesia,0.7878586852248919,0.1035516730316961
Hyperreflexia,0.7878586852248919,0.1035516730316961
Mydriasis,0.7900325951632134,0.10235499021905949
Asthma,0.8715727973157589,0.05969633299211991
Hyperprolactinaemia,0.8715727973157589,0.05969633299211991
Polydipsia,0.8715727973157589,0.05969633299211991
Bladder disorder,0.8715727973157589,0.05969633299211991
Heart rate increased,0.8715727973157589,0.05969633299211991
Lenticular opacities,0.8715727973157589,0.05969633299211991
Corneal pigmentation,0.8715727973157589,0.05969633299211991
Lung disorder,0.9362945533135961,0.028587503019715046
Hyporeflexia,0.9362945533135961,0.028587503019715046
Muscular weakness,0.9362945533135961,0.028587503019715046
Hyperthermia,0.9399445764406894,0.026897753693499924
Respiratory depression,0.9399445764406894,0.026897753693499924
Lipid metabolism disorder,0.9399445764406894,0.026897753693499924
Ataxia,0.9399445764406894,0.026897753693499924
Fibrocystic breast disease,0.9399445764406894,0.026897753693499924
Shock,0.9611945577365506,0.017188696827434534
Rash,0.9611945577365506,0.017188696827434534
Respiratory disorder,0.9611945577365506,0.017188696827434534
Sedation,0.9611945577365506,0.017188696827434534
Orthostatic hypotension,0.9611945577365506,0.017188696827434534
Ureteral spasm,0.9611945577365506,0.017188696827434534
Urinary retention,0.9611945577365506,0.017188696827434534
Urine output increased,0.9611945577365506,0.017188696827434534
Weight increased,0.9611945577365506,0.017188696827434534
Pain,0.9611945577365506,0.017188696827434534
Abdominal pain,0.9611945577365506,0.017188696827434534
Oliguria,0.9611945577365506,0.017188696827434534
Dermatitis contact,0.9611945577365506,0.017188696827434534
Eyelash discolouration,0.9611945577365506,0.017188696827434534
Dysuria,0.9611945577365506,0.017188696827434534
Neuroleptic malignant syndrome,0.9611945577365506,0.017188696827434534
Drug tolerance,0.9611945577365506,0.017188696827434534
Dizziness,0.9611945577365506,0.017188696827434534
Diabetic eye disease,0.9611945577365506,0.017188696827434534
Dermatitis exfoliative,0.9611945577365506,0.017188696827434534
Decreased activity,0.9611945577365506,0.017188696827434534
Heart rate decreased,0.9611945577365506,0.017188696827434534
Corneal opacity,0.9611945577365506,0.017188696827434534
Confusional state,0.9611945577365506,0.017188696827434534
Cerebrovascular disorder,0.9611945577365506,0.017188696827434534
Cataract,0.9611945577365506,0.017188696827434534
Cardiac valve disease,0.9611945577365506,0.017188696827434534
Blood pressure increased,0.9611945577365506,0.017188696827434534
Biliary colic,0.9611945577365506,0.017188696827434534
Gynaecomastia,0.9611945577365506,0.017188696827434534
Withdrawal syndrome,0.9611945577365506,0.017188696827434534
Hyperesthesia,0.9611945577365506,0.017188696827434534
Intracranial pressure increased,0.9611945577365506,0.017188696827434534
Hypothermia,0.9611945577365506,0.017188696827434534
Mental disorder,0.9611945577365506,0.017188696827434534
Hypotonia,0.9611945577365506,0.017188696827434534
Increased appetite,0.9611945577365506,0.017188696827434534
Muscle contractions involuntary,0.9611945577365506,0.017188696827434534
Inflammation,0.9611945577365506,0.017188696827434534
Injection site irritation,0.9611945577365506,0.017188696827434534
Miosis,0.9611945577365506,0.017188696827434534
Injection site pain,0.9611945577365506,0.017188696827434534
Urticaria,0.9674528002361168,0.014370214006242547
Body temperature increased,0.9674528002361168,0.014370214006242547
Mood altered,0.9674528002361168,0.014370214006242547
Cholestasis,0.9674528002361168,0.014370214006242547
Amenorrhoea,0.9674528002361168,0.014370214006242547
Urine analysis abnormal,0.9674528002361168,0.014370214006242547
Menstrual disorder,0.9674528002361168,0.014370214006242547
Pruritus,0.9674528002361168,0.014370214006242547
Irritability,0.9674528002361168,0.014370214006242547
Diarrhoea,0.9674528002361168,0.014370214006242547
Drug abuse,0.9674528002361168,0.014370214006242547
Endocrine disorder,0.9674528002361168,0.014370214006242547
Dysphoria,0.9674528002361168,0.014370214006242547
Somnolence,0.9795452646872558,0.008975490501617004
Muscle spasms,0.9858573496961942,0.006185921490544159
Gastrointestinal disorder,0.9874400524564277,0.005489260944692907
Body temperature decreased,0.9925676953820449,0.0032398636799251287
Constipation,0.9981908964744958,0.0007863952281821418
Memory impairment,0.9981908964744958,0.0007863952281821418
Vomiting,0.9981908964744958,0.0007863952281821418
